timestamp,Open,High,Low,Close,Volume
2024-05-31 19:00:00,165.93000000,167.01000000,165.69000000,166.33000000,97864.68000000
2024-05-31 20:00:00,166.34000000,166.85000000,165.98000000,166.60000000,47385.45800000
2024-05-31 21:00:00,166.61000000,167.04000000,166.36000000,166.51000000,47800.47700000
2024-05-31 22:00:00,166.51000000,166.72000000,166.12000000,166.15000000,59589.49100000
2024-05-31 23:00:00,166.16000000,166.29000000,165.04000000,165.65000000,89820.54000000
2024-06-01 00:00:00,165.65000000,167.14000000,165.64000000,166.77000000,77477.38500000
2024-06-01 01:00:00,166.76000000,167.21000000,166.30000000,166.92000000,43468.35700000
2024-06-01 02:00:00,166.91000000,167.62000000,166.70000000,167.54000000,50292.18700000
2024-06-01 03:00:00,167.54000000,167.82000000,166.97000000,167.02000000,58540.42800000
2024-06-01 04:00:00,167.02000000,167.45000000,166.66000000,167.31000000,32318.22100000
2024-06-01 05:00:00,167.32000000,167.38000000,166.74000000,167.06000000,41560.38100000
2024-06-01 06:00:00,167.07000000,167.19000000,166.80000000,167.08000000,29191.21300000
2024-06-01 07:00:00,167.09000000,167.17000000,166.30000000,166.85000000,47361.74100000
2024-06-01 08:00:00,166.85000000,167.34000000,166.73000000,167.27000000,44548.49900000
2024-06-01 09:00:00,167.28000000,167.36000000,166.56000000,167.05000000,67240.24400000
2024-06-01 10:00:00,167.06000000,167.22000000,166.63000000,166.69000000,43063.48500000
2024-06-01 11:00:00,166.70000000,166.96000000,166.57000000,166.88000000,26426.07100000
2024-06-01 12:00:00,166.89000000,167.41000000,166.80000000,166.82000000,34337.29400000
2024-06-01 13:00:00,166.81000000,167.47000000,166.78000000,167.19000000,41186.31800000
2024-06-01 14:00:00,167.20000000,167.72000000,167.09000000,167.50000000,51543.11500000
2024-06-01 15:00:00,167.50000000,167.95000000,167.29000000,167.31000000,52608.91100000
2024-06-01 16:00:00,167.31000000,167.50000000,166.89000000,167.18000000,49323.29600000
2024-06-01 17:00:00,167.18000000,167.44000000,166.85000000,167.33000000,34112.13100000
2024-06-01 18:00:00,167.33000000,167.49000000,167.00000000,167.33000000,17873.96700000
2024-06-01 19:00:00,167.34000000,167.66000000,167.13000000,167.45000000,32982.19700000
2024-06-01 20:00:00,167.43000000,167.77000000,167.18000000,167.30000000,40080.20600000
2024-06-01 21:00:00,167.31000000,167.44000000,166.84000000,167.05000000,58705.55500000
2024-06-01 22:00:00,167.06000000,167.23000000,166.51000000,166.71000000,49703.03800000
2024-06-01 23:00:00,166.70000000,166.89000000,165.69000000,166.14000000,46554.68800000
2024-06-02 00:00:00,166.14000000,166.89000000,165.93000000,166.77000000,78126.87600000
2024-06-02 01:00:00,166.77000000,167.10000000,166.35000000,166.48000000,63985.48200000
2024-06-02 02:00:00,166.48000000,166.76000000,165.42000000,165.87000000,48049.87100000
2024-06-02 03:00:00,165.88000000,166.32000000,165.72000000,166.20000000,34887.44600000
2024-06-02 04:00:00,166.20000000,166.28000000,165.80000000,165.94000000,30037.60800000
2024-06-02 05:00:00,165.94000000,166.22000000,165.91000000,166.03000000,41442.09000000
2024-06-02 06:00:00,166.04000000,166.53000000,166.03000000,166.30000000,31247.88900000
2024-06-02 07:00:00,166.30000000,166.35000000,164.93000000,165.02000000,108415.61000000
2024-06-02 08:00:00,165.02000000,165.54000000,164.96000000,165.29000000,47528.78500000
2024-06-02 09:00:00,165.28000000,165.48000000,164.04000000,164.60000000,78574.31800000
2024-06-02 10:00:00,164.60000000,164.70000000,164.00000000,164.60000000,62460.64400000
2024-06-02 11:00:00,164.59000000,166.16000000,164.08000000,166.05000000,87500.70600000
2024-06-02 12:00:00,166.05000000,166.29000000,164.71000000,165.01000000,87453.80900000
2024-06-02 13:00:00,165.01000000,165.94000000,164.61000000,165.65000000,50012.25400000
2024-06-02 14:00:00,165.65000000,166.00000000,164.78000000,165.66000000,73287.94100000
2024-06-02 15:00:00,165.65000000,165.69000000,164.73000000,165.16000000,49709.36100000
2024-06-02 16:00:00,165.17000000,165.37000000,163.68000000,164.36000000,151702.27700000
2024-06-02 17:00:00,164.36000000,164.45000000,162.14000000,162.25000000,155751.52700000
2024-06-02 18:00:00,162.24000000,163.37000000,161.32000000,163.07000000,127417.90800000
2024-06-02 19:00:00,163.07000000,163.32000000,162.18000000,163.12000000,63301.95100000
2024-06-02 20:00:00,163.11000000,163.25000000,161.73000000,163.17000000,56494.06700000
2024-06-02 21:00:00,163.17000000,163.38000000,162.58000000,162.63000000,45028.82400000
2024-06-02 22:00:00,162.62000000,163.58000000,162.58000000,163.29000000,61007.91000000
2024-06-02 23:00:00,163.29000000,163.74000000,163.11000000,163.15000000,36152.83200000
2024-06-03 00:00:00,163.14000000,163.47000000,161.79000000,162.55000000,64040.07000000
2024-06-03 01:00:00,162.56000000,164.99000000,162.39000000,164.57000000,143104.73800000
2024-06-03 02:00:00,164.57000000,165.23000000,163.90000000,164.12000000,102847.12300000
2024-06-03 03:00:00,164.13000000,164.22000000,162.98000000,163.59000000,62648.39800000
2024-06-03 04:00:00,163.59000000,164.17000000,162.64000000,163.75000000,62783.75100000
2024-06-03 05:00:00,163.74000000,165.11000000,163.74000000,164.65000000,83754.64700000
2024-06-03 06:00:00,164.64000000,165.79000000,164.38000000,165.52000000,92303.12500000
2024-06-03 07:00:00,165.52000000,165.74000000,164.62000000,165.35000000,67049.32200000
2024-06-03 08:00:00,165.35000000,166.85000000,165.18000000,165.73000000,102249.57600000
2024-06-03 09:00:00,165.73000000,165.85000000,164.75000000,165.16000000,59030.68800000
2024-06-03 10:00:00,165.16000000,165.82000000,164.71000000,164.79000000,47392.90100000
2024-06-03 11:00:00,164.78000000,165.37000000,164.51000000,164.83000000,62672.14000000
2024-06-03 12:00:00,164.82000000,166.74000000,164.82000000,166.63000000,121718.22500000
2024-06-03 13:00:00,166.63000000,167.21000000,166.09000000,166.16000000,172125.04800000
2024-06-03 14:00:00,166.17000000,166.64000000,163.00000000,163.35000000,278150.19500000
2024-06-03 15:00:00,163.34000000,165.31000000,163.27000000,164.83000000,127075.05400000
2024-06-03 16:00:00,164.84000000,164.94000000,163.50000000,164.22000000,90498.93100000
2024-06-03 17:00:00,164.21000000,165.91000000,163.72000000,165.35000000,256647.14500000
2024-06-03 18:00:00,165.34000000,166.16000000,164.91000000,166.11000000,59466.05100000
2024-06-03 19:00:00,166.11000000,166.99000000,165.76000000,166.93000000,96367.66100000
2024-06-03 20:00:00,166.94000000,167.20000000,165.56000000,165.57000000,87088.98700000
2024-06-03 21:00:00,165.57000000,166.03000000,165.00000000,165.56000000,55691.03700000
2024-06-03 22:00:00,165.55000000,165.59000000,164.93000000,165.45000000,40907.75200000
2024-06-03 23:00:00,165.44000000,165.60000000,164.43000000,164.89000000,42403.96700000
2024-06-04 00:00:00,164.90000000,165.71000000,164.31000000,165.29000000,53174.21800000
2024-06-04 01:00:00,165.29000000,166.83000000,164.91000000,166.47000000,63469.85100000
2024-06-04 02:00:00,166.48000000,166.49000000,165.71000000,166.17000000,37735.28100000
2024-06-04 03:00:00,166.17000000,166.53000000,165.88000000,166.47000000,35966.11000000
2024-06-04 04:00:00,166.47000000,167.00000000,165.92000000,166.19000000,69699.32100000
2024-06-04 05:00:00,166.19000000,166.48000000,165.21000000,165.36000000,51154.35100000
2024-06-04 06:00:00,165.36000000,165.96000000,164.91000000,165.62000000,65216.73700000
2024-06-04 07:00:00,165.61000000,165.91000000,165.14000000,165.24000000,53253.90200000
2024-06-04 08:00:00,165.25000000,165.84000000,164.85000000,164.90000000,62153.83700000
2024-06-04 09:00:00,164.91000000,165.28000000,164.45000000,164.63000000,62431.83300000
2024-06-04 10:00:00,164.63000000,165.63000000,164.51000000,165.37000000,52722.22300000
2024-06-04 11:00:00,165.36000000,165.77000000,165.17000000,165.51000000,35289.89000000
2024-06-04 12:00:00,165.50000000,166.11000000,165.29000000,165.72000000,57739.93500000
2024-06-04 13:00:00,165.71000000,166.70000000,165.32000000,166.15000000,103557.33700000
2024-06-04 14:00:00,166.16000000,167.50000000,165.87000000,165.97000000,218868.74100000
2024-06-04 15:00:00,165.98000000,167.92000000,165.54000000,167.91000000,133997.90300000
2024-06-04 16:00:00,167.92000000,170.00000000,167.78000000,169.37000000,297334.22300000
