timestamp,symbol,signal,position_size
2024-06-09 21:00:00+00:00,SOL,SELL,0.5446574007759875
2024-06-09 22:00:00+00:00,SOL,BUY,0.2983014086147233
2024-06-09 23:00:00+00:00,SOL,HOLD,0.15736117758246995
2024-06-10 00:00:00+00:00,SOL,HOLD,0.1633718477153389
2024-06-10 01:00:00+00:00,SOL,HOLD,0.24245622400142555
2024-06-10 02:00:00+00:00,SOL,HOLD,0.016683405412318456
2024-06-10 03:00:00+00:00,SOL,SELL,0.26868980383557567
2024-06-10 04:00:00+00:00,SOL,SELL,0.7355384643022828
2024-06-10 05:00:00+00:00,SOL,BUY,0.8585254296452987
2024-06-10 06:00:00+00:00,SOL,HOLD,0.21125261169941428
2024-06-10 07:00:00+00:00,SOL,SELL,0.2528229908642181
2024-06-10 08:00:00+00:00,SOL,SELL,1.0
2024-06-10 09:00:00+00:00,SOL,BUY,0.7807296095856703
2024-06-10 10:00:00+00:00,SOL,BUY,0.5477182266243981
2024-06-10 11:00:00+00:00,SOL,HOLD,0.15006722537189568
2024-06-10 12:00:00+00:00,SOL,SELL,0.3070368194252826
2024-06-10 13:00:00+00:00,SOL,SELL,1.0
2024-06-10 14:00:00+00:00,SOL,BUY,0.33221856300890185
2024-06-10 15:00:00+00:00,SOL,BUY,0.5054548409160986
2024-06-10 16:00:00+00:00,SOL,BUY,1.0
2024-06-10 17:00:00+00:00,SOL,BUY,0.2896993066711573
2024-06-10 18:00:00+00:00,SOL,BUY,0.3221709022405404
2024-06-10 19:00:00+00:00,SOL,SELL,0.3457364386049194
2024-06-10 20:00:00+00:00,SOL,SELL,0.6891265885925851
2024-06-10 21:00:00+00:00,SOL,SELL,0.48692660748446603
2024-06-10 22:00:00+00:00,SOL,HOLD,0.18000804595258924
2024-06-10 23:00:00+00:00,SOL,HOLD,0.06559957491924104
2024-06-11 00:00:00+00:00,SOL,SELL,0.2635955202365305
2024-06-11 01:00:00+00:00,SOL,BUY,1.0
2024-06-11 02:00:00+00:00,SOL,SELL,1.0
2024-06-11 03:00:00+00:00,SOL,BUY,0.46373342310199317
2024-06-11 04:00:00+00:00,SOL,SELL,0.517432269589948
2024-06-11 05:00:00+00:00,SOL,HOLD,0.15462058828743977
2024-06-11 06:00:00+00:00,SOL,HOLD,0.038613510221777975
2024-06-11 07:00:00+00:00,SOL,SELL,0.34244833588644447
2024-06-11 08:00:00+00:00,SOL,HOLD,0.0035441408716985067
2024-06-11 09:00:00+00:00,SOL,BUY,0.3987985194691166
2024-06-11 10:00:00+00:00,SOL,BUY,0.44224191523959433
2024-06-11 11:00:00+00:00,SOL,BUY,0.4891880909691929
2024-06-11 12:00:00+00:00,SOL,SELL,0.5004780962206946
2024-06-11 13:00:00+00:00,SOL,BUY,0.8310036455648317
2024-06-11 14:00:00+00:00,SOL,SELL,1.0
2024-06-11 15:00:00+00:00,SOL,BUY,0.4178680070847593
2024-06-11 16:00:00+00:00,SOL,SELL,1.0
2024-06-11 17:00:00+00:00,SOL,SELL,0.5908207251605024
2024-06-11 18:00:00+00:00,SOL,HOLD,0.16032816965709296
2024-06-11 19:00:00+00:00,SOL,BUY,0.40150502138617705
2024-06-11 20:00:00+00:00,SOL,HOLD,0.19263526014355395
2024-06-11 21:00:00+00:00,SOL,SELL,0.3460212044352573
2024-06-11 22:00:00+00:00,SOL,BUY,0.5044388903510328
2024-06-11 23:00:00+00:00,SOL,HOLD,0.15967222831511385
2024-06-12 00:00:00+00:00,SOL,HOLD,0.004211371479288519
2024-06-12 01:00:00+00:00,SOL,SELL,0.5624479766429263
2024-06-12 02:00:00+00:00,SOL,SELL,0.44385615981670384
2024-06-12 03:00:00+00:00,SOL,BUY,0.9599339935182529
2024-06-12 04:00:00+00:00,SOL,HOLD,0.2186129483161948
2024-06-12 05:00:00+00:00,SOL,BUY,0.6016853243473104
2024-06-12 06:00:00+00:00,SOL,SELL,0.35859673823901245
2024-06-12 07:00:00+00:00,SOL,BUY,0.31182855808016763
2024-06-12 08:00:00+00:00,SOL,BUY,0.38700260386102664
2024-06-12 09:00:00+00:00,SOL,HOLD,0.2130018534899527
2024-06-12 10:00:00+00:00,SOL,BUY,0.2575419236604169
2024-06-12 11:00:00+00:00,SOL,HOLD,0.17279605126033457
2024-06-12 12:00:00+00:00,SOL,SELL,0.3650143876283799
2024-06-12 13:00:00+00:00,SOL,BUY,1.0
2024-06-12 14:00:00+00:00,SOL,HOLD,0.16442309928718699
2024-06-12 15:00:00+00:00,SOL,HOLD,0.0430166135459045
2024-06-12 16:00:00+00:00,SOL,SELL,0.35317465716372176
2024-06-12 17:00:00+00:00,SOL,BUY,0.8447234799025628
