timestamp,open_BTC_1h,high_BTC_1h,low_BTC_1h,close_BTC_1h,volume_BTC_1h,open_ETH_4h,high_ETH_4h,low_ETH_4h,close_ETH_4h,volume_ETH_4h
2024-06-04 22:00:00,70620.01000000,70736.00000000,70510.00000000,70561.30000000,756.17993000,,,,,
2024-06-04 23:00:00,70561.31000000,70610.00000000,70414.90000000,70537.84000000,482.91118000,,,,,
2024-06-05 00:00:00,70537.83000000,70900.00000000,70423.51000000,70776.00000000,1036.06996000,3810.23000000,3839.92000000,3800.00000000,3810.45000000,37461.09470000
2024-06-05 01:00:00,70775.99000000,71275.00000000,70646.16000000,70986.30000000,1527.72558000,,,,,
2024-06-05 02:00:00,70986.29000000,71140.30000000,70672.08000000,70837.96000000,1397.29959000,,,,,
2024-06-05 03:00:00,70837.96000000,70991.73000000,70768.00000000,70947.58000000,786.32991000,,,,,
2024-06-05 04:00:00,70947.58000000,71260.00000000,70826.15000000,71168.53000000,1358.27161000,3810.45000000,3820.81000000,3777.33000000,3809.58000000,52478.44840000
2024-06-05 05:00:00,71168.54000000,71196.00000000,70884.61000000,70999.99000000,804.58799000,,,,,
2024-06-05 06:00:00,70999.99000000,71150.00000000,70850.00000000,71119.05000000,1231.70706000,,,,,
2024-06-05 07:00:00,71119.06000000,71379.21000000,71032.60000000,71200.00000000,1297.93292000,,,,,
2024-06-05 08:00:00,71199.99000000,71243.60000000,70880.40000000,70927.57000000,1095.54386000,3809.57000000,3811.03000000,3788.90000000,3804.31000000,31518.10020000
2024-06-05 09:00:00,70927.57000000,71032.08000000,70825.00000000,70894.19000000,758.70704000,,,,,
2024-06-05 10:00:00,70894.20000000,70908.59000000,70725.03000000,70800.33000000,860.62926000,,,,,
2024-06-05 11:00:00,70800.33000000,71093.96000000,70694.61000000,70971.71000000,740.44670000,,,,,
2024-06-05 12:00:00,70971.70000000,71120.00000000,70652.60000000,70940.01000000,1417.83072000,3804.31000000,3824.44000000,3782.00000000,3813.58000000,47557.58330000
2024-06-05 13:00:00,70940.01000000,71169.99000000,70588.00000000,70730.70000000,1685.49480000,,,,,
2024-06-05 14:00:00,70730.70000000,71080.00000000,70383.66000000,70867.99000000,1853.41573000,,,,,
2024-06-05 15:00:00,70867.99000000,71731.35000000,70775.00000000,71580.00000000,2767.85879000,,,,,
2024-06-05 16:00:00,71580.01000000,71758.00000000,71268.00000000,71312.77000000,1520.33366000,3813.59000000,3878.00000000,3796.80000000,3876.54000000,73294.75320000
2024-06-05 17:00:00,71312.78000000,71704.00000000,71231.48000000,71628.98000000,1367.90189000,,,,,
2024-06-05 18:00:00,71628.98000000,71748.22000000,70895.15000000,71096.81000000,1778.53896000,,,,,
2024-06-05 19:00:00,71096.80000000,71398.73000000,70871.20000000,71279.95000000,937.98536000,,,,,
2024-06-05 20:00:00,71279.95000000,71357.68000000,71160.00000000,71196.02000000,699.46084000,3876.53000000,3887.47000000,3842.28000000,3865.99000000,31428.62370000
2024-06-05 21:00:00,71196.02000000,71211.34000000,71036.31000000,71138.42000000,363.26274000,,,,,
2024-06-05 22:00:00,71138.43000000,71274.11000000,71090.00000000,71144.86000000,381.44972000,,,,,
2024-06-05 23:00:00,71144.85000000,71294.47000000,70700.00000000,71108.00000000,1034.39613000,,,,,
2024-06-06 00:00:00,71108.00000000,71183.99000000,70955.99000000,71018.06000000,470.98831000,3866.00000000,3878.60000000,3853.20000000,3861.69000000,26177.25940000
2024-06-06 01:00:00,71018.06000000,71189.97000000,70900.00000000,71124.00000000,491.92883000,,,,,
2024-06-06 02:00:00,71124.01000000,71237.02000000,71103.70000000,71160.00000000,454.18419000,,,,,
2024-06-06 03:00:00,71160.01000000,71188.00000000,71012.34000000,71050.00000000,421.21498000,,,,,
2024-06-06 04:00:00,71050.00000000,71106.46000000,70909.70000000,71054.52000000,591.72521000,3861.70000000,3865.50000000,3838.53000000,3852.10000000,38537.39420000
2024-06-06 05:00:00,71054.51000000,71084.40000000,70800.00000000,70895.45000000,668.78311000,,,,,
2024-06-06 06:00:00,70895.45000000,71037.72000000,70804.00000000,70887.99000000,577.39715000,,,,,
2024-06-06 07:00:00,70888.00000000,71069.62000000,70853.23000000,71021.47000000,603.86899000,,,,,
2024-06-06 08:00:00,71021.46000000,71039.50000000,70862.50000000,70904.01000000,518.12755000,3852.10000000,3856.50000000,3842.84000000,3849.51000000,24695.08920000
2024-06-06 09:00:00,70904.01000000,71147.28000000,70904.00000000,70978.88000000,567.45225000,,,,,
2024-06-06 10:00:00,70978.89000000,71000.00000000,70892.50000000,70988.00000000,426.66814000,,,,,
2024-06-06 11:00:00,70988.01000000,71204.59000000,70935.01000000,71170.01000000,798.77919000,,,,,
2024-06-06 12:00:00,71170.01000000,71443.60000000,71052.97000000,71187.17000000,1387.14463000,3849.51000000,3866.48000000,3820.00000000,3845.01000000,46381.69240000
2024-06-06 13:00:00,71187.18000000,71535.95000000,71000.00000000,71123.09000000,1918.70297000,,,,,
2024-06-06 14:00:00,71123.10000000,71520.00000000,71020.57000000,71464.57000000,1587.29162000,,,,,
2024-06-06 15:00:00,71464.56000000,71700.00000000,71250.61000000,71300.00000000,1524.31210000,,,,,
2024-06-06 16:00:00,71300.00000000,71379.93000000,70825.00000000,70948.95000000,2206.41270000,3845.00000000,3855.60000000,3787.15000000,3791.01000000,62854.20340000
2024-06-06 17:00:00,70948.95000000,71225.01000000,70800.00000000,71098.31000000,1300.39004000,,,,,
2024-06-06 18:00:00,71098.30000000,71158.87000000,70871.57000000,71075.00000000,591.43061000,,,,,
2024-06-06 19:00:00,71075.00000000,71078.73000000,70450.00000000,70479.49000000,1416.32041000,,,,,
2024-06-06 20:00:00,70479.49000000,70742.49000000,70117.64000000,70720.01000000,1649.27420000,3791.01000000,3815.45000000,3760.00000000,3813.46000000,38858.55190000
2024-06-06 21:00:00,70720.01000000,70859.81000000,70667.00000000,70740.51000000,409.43665000,,,,,
2024-06-06 22:00:00,70740.51000000,70920.76000000,70664.00000000,70901.01000000,656.50420000,,,,,
2024-06-06 23:00:00,70901.01000000,70958.89000000,70748.80000000,70799.06000000,603.66646000,,,,,
2024-06-07 00:00:00,70799.06000000,70883.60000000,70740.00000000,70883.05000000,403.79489000,3813.47000000,3813.47000000,3792.34000000,3806.30000000,19303.93140000
2024-06-07 01:00:00,70883.05000000,70900.00000000,70670.48000000,70840.01000000,493.06368000,,,,,
2024-06-07 02:00:00,70840.00000000,70872.06000000,70663.59000000,70824.08000000,469.58357000,,,,,
2024-06-07 03:00:00,70824.09000000,71015.20000000,70741.20000000,70989.68000000,456.07768000,,,,,
2024-06-07 04:00:00,70989.69000000,71274.70000000,70989.68000000,71226.52000000,1041.73348000,3806.30000000,3825.75000000,3806.00000000,3816.31000000,19448.30910000
2024-06-07 05:00:00,71226.52000000,71449.98000000,71170.00000000,71290.60000000,1688.26465000,,,,,
2024-06-07 06:00:00,71290.60000000,71353.06000000,71162.38000000,71265.70000000,589.45023000,,,,,
2024-06-07 07:00:00,71265.70000000,71310.80000000,71068.16000000,71110.00000000,854.07909000,,,,,
2024-06-07 08:00:00,71110.01000000,71192.40000000,71048.12000000,71117.20000000,754.25811000,3816.31000000,3839.98000000,3801.11000000,3835.00000000,24999.76400000
2024-06-07 09:00:00,71117.20000000,71307.28000000,71060.50000000,71302.07000000,605.73366000,,,,,
2024-06-07 10:00:00,71302.06000000,71434.86000000,71202.40000000,71377.38000000,577.69729000,,,,,
2024-06-07 11:00:00,71377.37000000,71700.00000000,71303.40000000,71699.99000000,1238.41758000,,,,,
2024-06-07 12:00:00,71700.00000000,71997.02000000,70633.21000000,71234.09000000,5660.13497000,3834.99000000,3841.39000000,3771.39000000,3800.73000000,77115.54730000
2024-06-07 13:00:00,71234.09000000,71655.04000000,71056.70000000,71534.60000000,1555.22338000,,,,,
2024-06-07 14:00:00,71534.60000000,71544.06000000,71170.58000000,71430.94000000,991.06966000,,,,,
2024-06-07 15:00:00,71430.93000000,71430.93000000,70850.00000000,71111.54000000,1650.05125000,,,,,
2024-06-07 16:00:00,71111.55000000,71208.89000000,70779.00000000,70873.47000000,1125.96101000,3800.73000000,3807.67000000,3600.00000000,3687.37000000,179164.12980000
2024-06-07 17:00:00,70873.48000000,70873.48000000,69800.37000000,69803.59000000,2585.76468000,,,,,
2024-06-07 18:00:00,69803.59000000,69887.99000000,68420.00000000,69154.43000000,8271.33920000,,,,,
2024-06-07 19:00:00,69154.44000000,69448.00000000,68800.00000000,69255.00000000,1934.14143000,,,,,
2024-06-07 20:00:00,69255.01000000,69318.30000000,68978.52000000,69307.99000000,1132.53115000,3687.37000000,3700.00000000,3670.43000000,3678.32000000,42191.67780000
2024-06-07 21:00:00,69308.00000000,69377.85000000,69203.08000000,69250.01000000,496.62495000,,,,,
2024-06-07 22:00:00,69250.01000000,69585.96000000,69184.00000000,69499.00000000,583.30376000,,,,,
2024-06-07 23:00:00,69499.00000000,69499.00000000,69323.54000000,69355.60000000,440.15110000,,,,,
2024-06-08 00:00:00,69355.60000000,69482.75000000,69296.41000000,69401.50000000,575.16895000,3678.31000000,3692.30000000,3673.82000000,3690.00000000,22188.33430000
2024-06-08 01:00:00,69401.50000000,69475.04000000,69287.28000000,69465.25000000,531.15697000,,,,,
2024-06-08 02:00:00,69465.24000000,69465.25000000,69387.60000000,69422.11000000,300.25806000,,,,,
2024-06-08 03:00:00,69422.11000000,69525.00000000,69411.30000000,69432.00000000,385.05909000,,,,,
2024-06-08 04:00:00,69432.00000000,69466.92000000,69277.96000000,69316.73000000,426.11437000,3690.00000000,3709.50000000,3677.22000000,3708.98000000,16278.66680000
2024-06-08 05:00:00,69316.74000000,69342.79000000,69232.15000000,69319.99000000,353.35561000,,,,,
2024-06-08 06:00:00,69320.00000000,69414.89000000,69296.26000000,69333.45000000,401.70800000,,,,,
2024-06-08 07:00:00,69333.44000000,69582.20000000,69333.44000000,69582.20000000,540.15299000,,,,,
2024-06-08 08:00:00,69582.20000000,69582.20000000,69381.81000000,69436.42000000,364.24008000,3708.98000000,3709.39000000,3678.53000000,3683.13000000,38253.45130000
2024-06-08 09:00:00,69436.43000000,69495.99000000,69382.80000000,69443.24000000,329.88546000,,,,,
2024-06-08 10:00:00,69443.25000000,69495.98000000,69360.01000000,69453.40000000,384.75747000,,,,,
2024-06-08 11:00:00,69453.39000000,69515.00000000,69318.19000000,69365.93000000,547.11072000,,,,,
2024-06-08 12:00:00,69365.94000000,69430.00000000,69265.00000000,69360.22000000,436.61346000,3683.13000000,3697.47000000,3660.08000000,3688.13000000,30914.34980000
2024-06-08 13:00:00,69360.22000000,69430.01000000,69168.02000000,69430.00000000,801.65896000,,,,,
2024-06-08 14:00:00,69430.01000000,69462.25000000,69309.82000000,69461.69000000,538.86257000,,,,,
2024-06-08 15:00:00,69461.68000000,69491.36000000,69421.17000000,69430.01000000,341.43740000,,,,,
2024-06-08 16:00:00,69430.01000000,69470.16000000,69292.22000000,69387.15000000,570.23186000,3688.13000000,3694.50000000,3672.18000000,3682.61000000,19917.23790000
2024-06-08 17:00:00,69387.16000000,69470.00000000,69336.01000000,69439.99000000,489.14706000,,,,,
2024-06-08 18:00:00,69440.00000000,69480.00000000,69427.98000000,69454.89000000,269.32881000,,,,,
2024-06-08 19:00:00,69454.88000000,69490.00000000,69427.88000000,69460.01000000,249.35631000,,,,,
2024-06-08 20:00:00,69460.00000000,69475.18000000,69313.31000000,69372.73000000,304.03471000,3682.60000000,3684.46000000,3670.37000000,3681.57000000,12998.79930000
2024-06-08 21:00:00,69372.74000000,69424.47000000,69327.04000000,69404.91000000,179.28795000,,,,,
2024-06-08 22:00:00,69404.90000000,69404.91000000,69290.28000000,69338.15000000,201.17805000,,,,,
2024-06-08 23:00:00,69338.15000000,69340.00000000,69292.99000000,69310.46000000,253.72476000,,,,,
2024-06-09 00:00:00,69310.46000000,69327.99000000,69225.84000000,69268.70000000,279.12784000,3681.58000000,3684.66000000,3666.36000000,3674.22000000,18043.89840000
2024-06-09 01:00:00,69268.70000000,69346.90000000,69230.00000000,69285.00000000,207.30721000,,,,,
2024-06-09 02:00:00,69285.01000000,69298.00000000,69139.93000000,69174.93000000,386.92647000,,,,,
2024-06-09 03:00:00,69174.92000000,69298.00000000,69130.24000000,69259.38000000,311.25819000,,,,,
2024-06-09 04:00:00,69259.38000000,69306.22000000,69244.64000000,69304.44000000,215.20780000,3674.21000000,3692.00000000,3669.21000000,3685.99000000,16380.30840000
2024-06-09 05:00:00,69304.44000000,69360.40000000,69234.73000000,69293.47000000,201.54054000,,,,,
2024-06-09 06:00:00,69293.48000000,69400.00000000,69276.95000000,69391.01000000,246.31461000,,,,,
2024-06-09 07:00:00,69391.02000000,69425.70000000,69273.47000000,69295.64000000,368.47440000,,,,,
2024-06-09 08:00:00,69295.64000000,69356.00000000,69283.45000000,69352.15000000,210.63135000,3685.98000000,3693.87000000,3683.02000000,3693.50000000,11187.57190000
2024-06-09 09:00:00,69352.15000000,69397.19000000,69341.95000000,69369.98000000,195.92350000,,,,,
2024-06-09 10:00:00,69369.99000000,69373.24000000,69333.07000000,69346.49000000,236.87264000,,,,,
2024-06-09 11:00:00,69346.50000000,69389.00000000,69333.00000000,69367.69000000,225.66556000,,,,,
2024-06-09 12:00:00,69367.68000000,69760.00000000,69351.11000000,69712.95000000,864.72707000,3693.49000000,3712.50000000,3680.99000000,3690.59000000,29149.84890000
2024-06-09 13:00:00,69712.96000000,69777.00000000,69250.01000000,69467.03000000,1517.18414000,,,,,
2024-06-09 14:00:00,69467.04000000,69559.00000000,69264.01000000,69490.12000000,679.92624000,,,,,
2024-06-09 15:00:00,69490.13000000,69590.37000000,69420.42000000,69508.64000000,716.46617000,,,,,
2024-06-09 16:00:00,69508.64000000,69636.98000000,69500.00000000,69622.88000000,386.18326000,3690.60000000,3709.43000000,3689.43000000,3701.09000000,14111.43920000
2024-06-09 17:00:00,69622.88000000,69698.48000000,69570.00000000,69660.51000000,281.76588000,,,,,
2024-06-09 18:00:00,69660.52000000,69848.32000000,69611.26000000,69738.10000000,755.07201000,,,,,
2024-06-09 19:00:00,69738.09000000,69857.14000000,69660.03000000,69710.26000000,559.04291000,,,,,
2024-06-09 20:00:00,69710.26000000,69730.81000000,69590.33000000,69686.85000000,315.37374000,3701.09000000,3721.52000000,3693.72000000,3706.40000000,14578.03520000
2024-06-09 21:00:00,69686.86000000,69821.53000000,69610.00000000,69749.96000000,275.10337000,,,,,
2024-06-09 22:00:00,69749.95000000,69787.13000000,69621.20000000,69634.35000000,283.03816000,,,,,
2024-06-09 23:00:00,69634.36000000,69684.93000000,69596.01000000,69648.14000000,171.43403000,,,,,
2024-06-10 00:00:00,69648.15000000,69655.11000000,69426.00000000,69559.99000000,450.64669000,3706.40000000,3706.94000000,3680.97000000,3684.14000000,17242.09350000
2024-06-10 01:00:00,69559.99000000,69686.42000000,69516.00000000,69625.52000000,475.14533000,,,,,
2024-06-10 02:00:00,69625.52000000,69801.34000000,69608.40000000,69716.00000000,723.35120000,,,,,
2024-06-10 03:00:00,69716.01000000,69767.41000000,69574.80000000,69613.20000000,336.95189000,,,,,
2024-06-10 04:00:00,69613.20000000,69677.50000000,69530.95000000,69674.33000000,286.62824000,3684.14000000,3692.41000000,3642.74000000,3647.79000000,29285.09660000
2024-06-10 05:00:00,69674.33000000,69674.33000000,69530.00000000,69580.48000000,338.77292000,,,,,
2024-06-10 06:00:00,69580.47000000,69618.76000000,69301.00000000,69429.87000000,802.10432000,,,,,
2024-06-10 07:00:00,69429.87000000,69500.00000000,69249.99000000,69303.99000000,684.35492000,,,,,
2024-06-10 08:00:00,69304.00000000,69494.99000000,69279.35000000,69387.50000000,544.63785000,3647.80000000,3681.01000000,3646.94000000,3675.95000000,24499.11550000
